,Stage Name,Full Name,Date of Birth,Group,Country,Height,Weight,Gender,Year of Birth,Age
931,Kokoro,Kato Kokoro,2000-11-01,,Japan,0,0,F,2000,23
932,Kongyeol,Go Minsoo,1996-05-19,UP10TION,South Korea,0,0,M,1996,27
933,Kongyoo,Kong Yoojin,2001-05-11,Bonus Baby,South Korea,163,0,F,2001,22
934,Kookheon,Kim Kookheon,1997-04-15,B.O.Y,South Korea,0,0,M,1997,26
935,Kotone,Kamimoto Kotone,2004-03-10,tripleS,Japan,162,0,F,2004,19
936,Kriesha Chu,Kriesha Ziskind Teo Tiu,1998-12-20,,Philippines,0,0,F,1998,25
937,Kris,Wu Yifan,1990-11-06,,Canada,187,73,M,1990,33
938,Krystal,Krystal Jung,1994-10-24,f(x),South Korea,165,0,F,1994,29
939,Kuhn,Noh Sooil,1995-11-11,UP10TION,South Korea,0,0,M,1995,28
940,Kun,Qian Kun,1996-01-01,NCT,China,0,0,M,1996,27
941,Kwanghee,Hwang Kwanghee,1988-08-25,ZE:A,South Korea,0,0,M,1988,35
942,Kwangjin,Kwon Kwangjin,1992-08-12,N.Flying,South Korea,0,0,M,1992,31
943,Kwangmin,Jo Kwangmin,1995-04-24,Boyfriend,South Korea,180,0,M,1995,28
944,Kyeongheon,Yoon Kyeongheon,1998-01-06,We In The Zone,South Korea,175,60,M,1998,25
945,Kyla,Kyla Massie,2001-12-26,Pristin,USA,0,0,F,2001,22
946,Kyle,Ma Jaekyung,1997-01-15,Romeo,South Korea,0,0,M,1997,26
947,Kyrin,Park Geumju,2000-02-23,Girls' World,South Korea,156,0,F,2000,23
948,Kyuhwan,Lee Kyuhwan,1994-09-18,SIGNAL,South Korea,0,0,M,1994,29
949,Kyuhyuk,Shim Kyuhyuk,1995-01-11,Hot Blood Youth,South Korea,0,0,M,1995,28
950,Kyuhyun,Cho Kyuhyun,1988-02-03,Super Junior,South Korea,180,68,M,1988,35
951,Kyujin,Jang Kyujin,2006-05-26,NMIXX,South Korea,0,0,F,2006,17
952,Kyulkyung,Zhou Jieqiong,1998-12-16,Pristin,China,167,49,F,1998,25
953,Kyungho,Jang Kyungho,2001-05-07,TOO,South Korea,0,0,M,2001,22
954,Kyungil,Song Kyungil,1987-11-28,HISTORY,South Korea,183,72,M,1987,36
955,Kyungjun,Woo Kyungjun,2002-08-30,TNX,South Korea,0,0,M,2002,21
956,Kyungmin,Jo Kyungmin,2004-10-28,8TURN,South Korea,187,60,M,2004,19
957,Kyungmun,Lim Kyungmun,2003-06-29,YOUNITE,South Korea,0,0,M,2003,20
958,Kyungri,Park Kyungri,1990-07-05,9Muses,South Korea,170,50,F,1990,33
959,Kyungyoon,Lee Kyungyoon,2000-02-21,Dongkiz,South Korea,177,58,M,2000,23
960,L,Kim Myungsoo,1992-03-13,Infinite,South Korea,180,60,M,1992,31
961,L.Joe,Lee Byunghun,1993-11-23,,South Korea,0,0,M,1993,30
962,Lai Kuanlin,Lai Kuanlin,2001-09-23,Wanna One,Taiwan,0,0,M,2001,22
963,Laon,Shin Kyuhyun,1995-12-19,ENOi,South Korea,177,60,M,1995,28
964,Lara,Moon Shinae,2000-08-09,Dreamnote,South Korea,161,44,F,2000,23
965,Laun,Kim Minseok,1999-08-12,,South Korea,0,0,M,1999,24
966,Lay,Zhang Yixing,1991-10-07,EXO,China,177,60,M,1991,32
967,Layeon,Lee Jimin,1998-08-13,Purplebeck,South Korea,170,51,F,1998,25
968,LE,Ahn Hyejin,1991-12-10,EXID,South Korea,168,0,F,1991,32
969,Lea,Ogawa Mizuki,1995-08-12,SECRET NUMBER,Japan,169,0,F,1995,28
970,Lee Haein,Lee Haein,1992-07-04,I.B.I,South Korea,165,49,F,1992,31
971,Lee Hoo,Moon Junyoung,1989-02-09,ZE:A,South Korea,0,0,M,1989,34
972,Lee Hyeop,Lee Hyeop,1999-08-13,DRIPPIN,South Korea,177,57,M,1999,24
973,Lee Jin,Shim Yerin,2001-03-12,Hi-L,South Korea,0,0,F,2001,22
974,Lee Joon,Lee Changseon,1988-02-07,,South Korea,0,0,M,1988,35
975,Lee Know,Lee Minho,1998-10-25,Stray Kids,South Korea,0,0,M,1998,25
976,Lee Soo,Jin Isoo,2001-06-27,PRECIOUS,South Korea,163,47,F,2001,22
977,Lee Suhyun,Lee Suhyun,1996-11-05,I.B.I,South Korea,167,50,F,1996,27
978,Leedo,Kim Geonhak,1997-07-26,Oneus,South Korea,0,0,M,1997,26
979,Leehan,Kim Donghyun,2004-10-20,BOYNEXTDOOR,South Korea,0,0,M,2004,19
980,Leeseo,Lee Hyunseo,2007-02-21,IVE,South Korea,170,48,F,2007,16
981,Leeteuk,Park Jeongsu,1983-07-01,Super Junior,South Korea,179,59,M,1983,40
982,Leia,Larissa Kartes,2001-05-14,Blackswan,Brazil,0,0,F,2001,22
983,Lena,Kang Rena,2002-04-17,GWSN,South Korea,0,0,F,2002,21
984,Leo,Jung Taekwon,1990-11-10,VIXX,South Korea,183,63,M,1990,33
985,Leo,Hayase Leo,2002-10-08,T1419,Japan,0,0,M,2002,21
986,Leo,,2002-06-15,XODIAC,Hong Kong,180,60,M,2002,21
987,Leon,Kim Donghyun,2000-07-25,TRENDZ,South Korea,0,0,M,2000,23
988,Lew,Lee Euiwoong,2001-04-05,TEMPEST,South Korea,170,55,M,2001,22
989,Lex,Jeon Hyungmin,1993-01-12,Bigflo,South Korea,0,0,M,1993,30
990,Lex,Zo Doohyun,2000-03-16,XODIAC,South Korea,181,64,M,2000,23
991,Lia,Choi Jisu,2000-07-21,ITZY,South Korea,0,0,F,2000,23
992,Lien,Shimada Sho,1998-03-11,Mirae,Japan,0,0,M,1998,25
993,Lily,Lily Jin Morrow,2002-10-17,NMIXX,Australia,0,0,F,2002,21
994,Lim Jimin,Lim Jimin,2001-05-22,JUST B,South Korea,178,59,M,2001,22
995,Lime,Kim Hyerim,1993-01-19,Hello Venus,South Korea,169,50,F,1993,30
996,Lin Lin,Huang Ziting,2003-07-05,,Taiwan,0,0,F,2003,20
997,Lina,Oh Sejin,1997-07-27,ANS,South Korea,0,0,F,1997,26
998,Lina,Oh Hyesoo,1997-05-23,RedSquare,South Korea,0,0,F,1997,26
999,Linzy,Im Minji,1989-10-22,Fiestar,South Korea,168,0,F,1989,34
1000,Lisa,Pranpriya Manoban,1997-03-27,BLACKPINK,Thailand,170,46,F,1997,26
1001,Liv,Kim Chaeyoung,1997-07-05,IRRIS,South Korea,0,0,F,1997,26
1002,Liyah,Moon Liya,2000-05-11,MIXX,South Korea,175,52,F,2000,23
1003,Liz,Kim Jiwon,2004-11-21,IVE,South Korea,170,49,F,2004,19
1004,Lizzy,Park Sooyoung,1992-07-31,After School,South Korea,0,0,F,1992,31
1005,Loha,Kang Yejin,2001-12-27,Nature,South Korea,171,0,F,2001,22
1006,Lola,Choi Yoojung,2001-02-22,Pixy,South Korea,169,0,F,2001,22
1007,Longguo,Jin Longguo,1996-03-02,JBJ,China,0,0,M,1996,27
1008,Lou,Kim Hosung,1996-12-21,VAV,South Korea,187,69,M,1996,27
1009,Loudi,Won Jihoon,1996-04-13,14U,Indonesia,0,0,M,1996,27
1010,Louii,Park Seonghoon,2004-03-06,HAWW,South Korea,170,0,M,2004,19
1011,Louis,Kim Taewoo,1999-04-23,BLANK2Y,South Korea,172,62,M,1999,24
1012,Louis,Yang Dongsik,2001-04-08,Kingdom,South Korea,0,0,M,2001,22
1013,Love,Park Jisung,1994-01-17,,South Korea,0,0,M,1994,29
1014,Lu,Im Hayoung,1997-12-03,NATURE,South Korea,0,0,F,1997,26
1015,LuA,Jo Hankyeung,1991-09-14,BADKIZ,South Korea,0,0,F,1991,32
1016,Lua,Kim Sookyung,2000-10-06,Weki Meki,South Korea,0,0,F,2000,23
1017,Lua,,2002-01-30,KELT9b,South Korea,165,45,F,2002,21
1018,Lucas,Wong Junghei,1999-01-25,,Hong Kong,0,0,M,1999,24
1019,Lucy,Noh Hyojung,2002-08-31,Weki Meki,South Korea,0,0,F,2002,21
1020,Lucy,Kim Daeun,2004-04-09,woo!ah!,South Korea,0,0,F,2004,19
1021,Luda,Lee Luda,1997-03-06,WJSN,South Korea,157,0,F,1997,26
1022,Luha,Lee Gyeonghun,1993-02-15,14U,South Korea,0,0,M,1993,30
1023,Luhan,Lu Han,1990-04-20,,China,178,62,M,1990,33
1024,Luna,Park Sunyoung,1993-08-12,f(x),South Korea,162,0,F,1993,30
1025,Lune,Jung Sungmin,2000-02-27,DKB,South Korea,176,55,M,2000,23
1026,Lutan,Choi Gyeongseok,2003-12-06,BLITZERS,South Korea,0,0,M,2003,20
1027,Manny,Syo Dongchun,2001-11-17,VARSITY,China,170,64,M,2001,22
1028,Marco,Lee Hyunggeun,1994-05-11,Hot Blood Youth,South Korea,0,0,M,1994,29
1029,Marin,Yasufuku Marin,2001-03-17,Bling Bling,Japan,0,0,F,2001,22
1030,Mark,Mark Lee,1999-08-02,NCT,Canada,0,0,M,1999,24
1031,Mark,Mark Yien Tuan,1993-09-04,GOT7,USA,175,59,M,1993,30
1032,Mashiho,Takata Mashiho,2001-03-25,Treasure,Japan,0,0,M,2001,22
1033,Mashiro,Sakamoto Mashiro,1999-12-16,Kep1er,Japan,157,0,F,1999,24
1034,Matthew,Seok Matthew,2002-05-28,ZEROBASEONE,Canada,170,0,M,2002,21
1035,Max Changmin,Shim Changmin,1988-02-18,TVXQ,South Korea,0,0,M,1988,35
1036,May,Jeong Chaeyoung,2001-07-27,,South Korea,0,0,F,2001,22
1037,May,Hirokawa Mao,2004-11-16,Cherry Bullet,Japan,0,0,F,2004,19
1038,Mayna,Shaoxi Mengna,2000-05-12,HOT ISSUE,China,170,47,F,2000,23
1039,Medic Jin,Bae Yujin,1996-08-25,Girlkind,South Korea,0,167,F,1996,27
1040,Meiqi,Meng Meiqi,1998-10-15,,China,164,0,F,1998,25
1041,Mia,Son Hyunmi,1997-12-31,MIXX,South Korea,174,0,F,1997,26
1042,Mia,Han Eunji,2000-01-13,Everglow,South Korea,0,0,F,2000,23
1043,Mihee,Lee Mihee,2000-08-24,BOTOPASS,South Korea,0,0,F,2000,23
1044,Mijoo,Lee Mijoo,1994-09-23,Lovelyz,South Korea,167,47,F,1994,29
1045,Mikey,Morisaki Daisuke,2001-05-05,BLANK2Y,Japan,176,58,M,2001,22
1046,Miko,Matsuda Miko,1995-10-28,Honey Popcorn,Japan,0,0,F,1995,28
1047,Miku,Katae Miku,2002-10-09,Pink Fantasy,Japan,0,0,F,2002,21
1048,Mill,Lee Yongsoo,1999-03-30,OnlyOneOf,South Korea,0,0,M,1999,24
1049,Milo,Kim Minhak,1996-08-20,Romeo,South Korea,0,0,M,1996,27
1050,Mimi,Jung Mimi,1993-01-01,Gugudan,South Korea,163,0,F,1993,30
1051,Mimi,Kim Mihyun,1995-05-01,Oh My Girl,South Korea,163,50,F,1995,28
1052,Min,Lee Minyoung,1991-06-21,miss A,South Korea,161,0,F,1991,32
1053,Min,Lee Mincheon,1997-10-16,We In The Zone,South Korea,171,50,M,1997,26
1054,Mina,Kwon Mina,1993-09-21,,South Korea,159,43,F,1993,30
1055,Mina,Myoui Mina,1997-03-24,Twice,Japan,163,0,F,1997,26
1056,Mina,Kang Mina,1999-12-04,Gugudan,South Korea,162,48,F,1999,24
1057,Minah,Bang Minah,1993-05-13,Girl's Day,South Korea,165,47,F,1993,30
1058,Minchan,Hong Minchan,1998-09-16,Verivery,South Korea,0,0,M,1998,25
1059,Mingi,Son Mingi,1999-08-09,ATEEZ,South Korea,183,0,M,1999,24
1060,Mingyu,Kim Mingyu,1997-04-06,Seventeen,South Korea,185,65,M,1997,26
1061,Minha,Park Minha,1991-06-27,,South Korea,172,47,F,1991,32
1062,Minhee,Joo Minhee,1993-01-03,Stellar,South Korea,0,0,F,1993,30
1063,Minhee,Kang Minhee,2002-09-17,CRAVITY,South Korea,185,58,M,2002,21
1064,Minho,Choi Minho,1991-12-09,SHINee,South Korea,181,60,M,1991,32
1065,Minho,Lee Minho,1995-09-04,MY.st,South Korea,0,0,M,1995,28
1066,Minho,Yang Minho,2002-10-14,8TURN,South Korea,179,59,M,2002,21
1067,Minhwan,Choi Minhwan,1992-11-11,FTISLAND,South Korea,0,0,M,1992,31
1068,Minhyuk,Lee Minhyuk,1990-11-29,BtoB,South Korea,173,61,M,1990,33
1069,Minhyuk,Lee Minhyuk,1993-11-03,MONSTA X,South Korea,0,0,M,1993,30
1070,Minhyuk,Kang Minhyuk,1991-06-28,CNBLUE,South Korea,0,0,M,1991,32
1071,Minhyuk,Kim Minhyuk,1999-11-06,D-CRUNCH,South Korea,0,0,M,1999,24
1072,Minhyuk,Yoon Minhyuk,2001-07-11,WEUS,South Korea,182,60,M,2001,22
1073,Minhyun,Hwang Minhyun,1995-08-09,NU'EST,South Korea,0,0,M,1995,28
1074,Mini,,2000-06-12,Purplebeck,South Korea,168,47,F,2000,23
1075,Minjae,Seong Minjae,1994-12-18,Sonamoo,South Korea,165,0,F,1994,29
1076,Minjae,Shin Minjae,1991-08-13,Tahiti,South Korea,0,0,F,1991,32
1077,Minjae,Jo Minjae,1994-08-08,Spectrum,South Korea,0,0,M,1994,29
1078,Minjae,Song Minjae,2003-08-23,MCND,South Korea,0,0,M,2003,20
1079,Minjae,Kim Minjae,2003-04-10,xikers,South Korea,0,0,M,2003,20
1080,Minji,Kim Minji,2001-01-16,Busters,South Korea,0,0,F,2001,22
1081,Minji,Kim Minji,2004-05-07,NewJeans,South Korea,169,0,F,2004,19
1082,Minji,Park Minji,1999-03-31,SECRET NUMBER,South Korea,164,49,F,1999,24
1083,Minjoo,Kim Minjoo,2001-02-05,IZ*ONE,South Korea,0,0,F,2001,22
1084,Minju,Kang Minjoo,2001-03-11,GWSN,South Korea,0,0,F,2001,22
1085,Minju,Seo Minju,2003-09-29,KELT9b,South Korea,168,48,F,2003,20
1086,Minjun,Kim Minjun,1999-02-26,NINE.i,South Korea,0,0,M,1999,24
1087,Minjung,Cha Minjung,2004-07-15,,South Korea,0,0,F,2004,19
1088,Minkyung,Kang Minkyung,1990-08-03,Davichi,South Korea,0,0,F,1990,33
1089,Minnie,Nicha Yontararak,1997-10-23,(G)I-DLE,Thailand,0,0,F,1997,26
1090,Mino,Song Minho,1993-03-30,WINNER,South Korea,0,0,M,1993,30
1091,Minpyo,Gook Minpyo,1994-11-15,B.I.G,South Korea,173,57,M,1994,29
1092,Minseo,Kim Minseo,2004-08-12,woo!ah!,South Korea,0,0,F,2004,19
1093,Minseo,Park Minseo,2003-03-21,Saturday,South Korea,163,45,F,2003,20
1094,Minseo,Kim Minseo,2002-05-13,DRIPPIN,South Korea,177,53,M,2002,21
1095,Minsu,Park Minsu,1993-04-15,Boys Republic,South Korea,172,55,M,1993,30
1096,Minsu,Kim Minsu,2000-03-20,TOO,South Korea,0,0,M,2000,23
1097,Minsung,Kim Minhwi,1996-12-24,Romeo,South Korea,0,0,M,1996,27
1098,Mint,Kunpat Phonpawiworakun,1994-06-23,Tiny-G,Thailand,150,42,F,1994,29
1099,Minwoo,No Minwoo,1995-07-31,Boyfriend,South Korea,174,60,M,1995,28
1100,Minwoo,Ha Minwoo,1990-09-06,ZE:A,South Korea,0,0,M,1990,33
1101,Minwoo,Lee Minwoo,1979-07-28,Shinhwa,South Korea,172,60,M,1979,44
1102,Minwoo†,Seo Minwoo,1985-02-08,"100,00 %",South Korea,0,0,M,1985,38
1103,Minyong,Kang Minyong,2003-09-06,HAWW,South Korea,174,0,M,2003,20
1104,Minyoung,Kim Minyeong,1990-09-12,Brave Girls,South Korea,0,0,F,1990,33
1105,Minzy,Kong Minji,1994-01-18,2NE1,South Korea,0,0,F,1994,29
1106,Mir,Bang Cheolyong,1991-03-10,MBLAQ,South Korea,0,0,M,1991,32
1107,Mir,Lee Yoonsang,2000-03-06,Astin,South Korea,0,0,M,2000,23
1108,Mire,Su Mire,2006-03-26,TRI.BE,Japan,0,0,F,2006,17
1109,Miryo,Jo Mihye,1981-11-02,Brown Eyed Girls,South Korea,0,0,F,1981,42
1110,Miso,Park Miso,1991-04-04,Tahiti,South Korea,0,0,F,1991,32
1111,Miso,Park Jihyun,1996-09-16,P.O.P,South Korea,0,0,F,1996,27
1112,Miso,Jeon Jimin,2000-10-25,Dreamnote,South Korea,160,43,F,2000,23
1113,MiU,Ito Miyu,2003-01-09,LIMELIGHT,Japan,164,42,F,2003,20
1114,Miya,Miyauchi Haruka,1993-05-26,GWSN,Japan,0,0,F,1993,30
1115,Miyeon,Jo Miyeon,1997-01-31,(G)I-DLE,South Korea,0,0,F,1997,26
1116,MJ,Kim Myungjun,1994-03-05,ASTRO,South Korea,0,0,M,1994,29
1117,MK,Park Minkyun,1995-11-16,ONF,South Korea,0,0,M,1995,28
1118,Moko,Sakura Moko,1991-03-19,Honey Popcorn,Japan,0,0,F,1991,32
1119,Momo,Hirai Momo,1996-11-09,Twice,Japan,167,0,F,1996,27
1120,Momoka,Matsuda Momoka,2000-12-26,Pink Fantasy,Japan,152,0,F,2000,23
1121,Monday,Kim Jimin,2002-05-10,Weeekly,South Korea,172,0,F,2002,21
1122,Monika,Kang Yeh,1991-05-21,BADKIZ,South Korea,0,0,F,1991,32
1123,Moon Sua,Moon Sua,1999-09-09,Billlie,South Korea,167,47,F,1999,24
1124,MoonBin†,Moon Bin,1998-01-26,,South Korea,0,0,M,1998,25
1125,Moonbyul,Moon Byulyi,1992-12-22,Mamamoo,South Korea,165,45,F,1992,31
1126,Moonhee,Choi Moonhee,1997-04-15,Bonus Baby,South Korea,167,0,F,1997,26
1127,Moonvok,Jang Moonvok,1995-04-11,Limitless,South Korea,168,48,M,1995,28
1128,Mu,Suh Kyungmin,2003-09-14,EPEX,South Korea,184,63,M,2003,20
1129,Mujin,Ko Sungho,2000-11-20,Kingdom,South Korea,0,0,M,2000,23
1130,Munik,Jang Moonik,2001-03-20,Dongkiz,South Korea,173,50,M,2001,22
1131,Muzin,Kim Hyunwoo,2001-03-29,BAE173,South Korea,0,0,M,2001,22
1132,Myungho,Ji Myungho,2001-10-12,8TURN,South Korea,177,62,M,2001,22
1133,Myungji,Kim Myungji,1997-10-09,Tiny-G,South Korea,164,0,F,1997,26
1134,N,Cha Hakyeon,1990-06-30,VIXX,South Korea,180,65,M,1990,33
1135,Nada,Yoon Yejin,1991-05-24,,South Korea,0,0,F,1991,32
1136,Naeun,Son Naeun,1994-02-10,,South Korea,168,0,F,1994,29
1137,Naeun,Lee Naeun,1999-05-05,APRIL,South Korea,0,0,F,1999,24
1138,Nahyun,Kim Nahyun,1995-12-09,Sonamoo,South Korea,170,0,F,1995,28
1139,Nahyun,Kang Nahyun,2002-01-25,HOT ISSUE,South Korea,0,0,F,2002,21
1140,Nako,Yabuki Nako,2001-06-18,IZ*ONE,Japan,0,0,F,2001,22
1141,Nakta,Shin Yooncheol,1993-04-24,,South Korea,0,0,M,1993,30
1142,Nakyung,Lee Nakyung,2000-06-01,fromis_9,South Korea,159,42,F,2000,23
1143,Nakyung,Kim Nakyung,2002-10-13,tripleS,South Korea,166,0,F,2002,21
1144,Namjoo,Kim Namjoo,1995-04-15,Apink,South Korea,165,0,F,1995,28
1145,Nana,Im Jinah,1991-09-14,After School,South Korea,0,0,F,1991,32
1146,Nana,Kwon Nayeon,2001-03-09,woo!ah!,South Korea,0,0,F,2001,22
1147,Nancy,Nancy Mcdonie,2000-04-13,MOMOLAND,South Korea,162,45,F,2000,23
1148,Nara,Kwon Nara,1991-03-13,Hello Venus,South Korea,172,52,F,1991,32
1149,Narachan,Jung Hyunwoo,1996-09-23,MONT,South Korea,178,58,M,1996,27
1150,Narae,Park Narae,1988-02-23,SPICA,South Korea,0,0,F,1988,35
1151,Nari,Kim Nari,1992-10-05,Wassup,South Korea,0,0,F,1992,31
1152,Narin,Lee Narin,2001-10-29,Bling Bling,South Korea,0,0,F,2001,22
1153,Narin,Lee Eunseo,2000-06-06,Queenz Eye,South Korea,0,0,F,2000,23
1154,Narsha,Park Hyojin,1981-12-28,Brown Eyed Girls,South Korea,0,0,F,1981,42
1155,Nason,Kim Duyeop,1995-06-12,CHECKMATE,South Korea,0,0,M,1995,28
1156,Natty,Ahnatchaya Suputhipong,2002-05-30,KISS OF LIFE,Thailand,165,46,F,2002,21
1157,Nayeon,Im Nayeon,1995-09-22,Twice,South Korea,163,0,F,1995,28
1158,Nayoung,Kim Nayoung,1995-11-23,Gugudan,South Korea,169,50,F,1995,28
1159,Nayoung,Im Nayoung,1995-12-18,Pristin,South Korea,171,51,F,1995,28
1160,Nayoung,Kim Nayoung,2002-11-30,LIGHTSUM,South Korea,154,43,F,2002,21
1161,Nayu,Kim Yewon,2002-07-23,ILY:1,South Korea,0,0,F,2002,21
1162,Nayun,Kim Nayun,1998-07-31,MOMOLAND,South Korea,167,48,F,1998,25
1163,NC.A,Im Soeun,1996-10-07,UNI.T,South Korea,0,0,F,1996,27
1164,New,Choi Chanhee,1998-04-26,The Boyz,South Korea,175,51,M,1998,25
1165,New Sun,Choi Yoonsun,1997-06-19,Sonamoo,South Korea,172,0,F,1997,26
1166,Ni-Ki,Nishimura Riki,2005-12-09,ENHYPEN,Japan,0,0,M,2005,18
1167,Nichkhun,Nichkhun Horvejkul,1988-06-24,2PM,Thailand,180,64,M,1988,35
1168,Nicole,Nicole Jung,1991-10-07,KARA,South Korea,0,0,F,1991,32
1169,Niel,Ahn Daniel,1994-08-16,Teen Top,South Korea,0,0,M,1994,29
1170,Nina,Nina Nadia Mateer,2003-03-15,IRRIS,Australia,174,51,F,2003,20
1171,Nine,Jung Wookjin,1999-12-13,OnlyOneOf,South Korea,0,0,M,1999,24
1172,Ningning,Ning Yizhuo,2002-10-23,aespa,China,165,43,F,2002,21
1173,Noah,Hwang Seundae,1998-03-18,CHECKMATE,South Korea,0,0,M,1998,25
1174,Noah,Song Yubin,2000-08-02,T1419,South Korea,0,0,M,2000,23
1175,Noeul,No Eul,1989-05-10,Rainbow,South Korea,164,44,F,1989,34
1176,Nohyul,Lee Nohyul,2004-06-18,CMDM,South Korea,0,0,M,2004,19
1177,Nova,Maria Pavlovna Emelyanova,2002-10-10,X:IN,Russia,0,0,F,2002,21
1178,Nvee,Florence Alena Smith,1999-01-10,Blackswan,USA,169,0,F,1999,24
1179,O.de,Oh Seungmin,2002-06-11,Xdinary Heroes,South Korea,177,0,M,2002,21
1180,O.V,Kim Sanchan,1999-01-03,D-CRUNCH,South Korea,0,0,M,1999,24
1181,Olivia Hye,Son Hyeju,2001-11-13,LOONA,South Korea,0,0,F,2001,22
1182,On,Choi Juhwan,2002-10-16,T1419,South Korea,0,0,M,2002,21
1184,Onda,Jo Selim,2000-05-18,Everglow,South Korea,0,0,F,2000,23
1185,Onejunn,Jo Wonjun,1988-11-22,Boys Republic,South Korea,179,61,M,1988,35
1186,Onew,Lee Jinki,1989-12-14,SHINee,South Korea,177,61,M,1989,34
1187,P-Goon,Park Sehyuk,1991-10-18,,South Korea,0,0,M,1991,32
1188,P.O,Pyo Jihoon,1993-02-02,Block B,South Korea,181,64,M,1993,30
1189,Park Kyung,Park Kyung,1992-07-08,Block B,South Korea,176,56,M,1992,31
1190,Peniel,Shin Donggeun,1993-03-10,BtoB,South Korea,175,63,M,1993,30
1191,Pharita,Pharita Chaikong,2005-08-26,BABYMONSTER,Thailand,0,0,F,2005,18
1192,Prince,Pasidh Vataniyapromote,2003-01-10,Ghost9,Thailand,0,0,M,2003,20
1193,PSY,Park Jaesang,1977-12-31,,South Korea,0,0,M,1977,46
1194,Q,Ji Changmin,1998-11-05,The Boyz,South Korea,175,56,M,1998,25
1195,Qri,Lee Jihyun,1986-12-12,T-ara,South Korea,162,44,F,1986,37
1196,ra.L,Yi Taehyun,2003-09-29,TRENDZ,South Korea,0,0,M,2003,20
1197,Rachel,Sung Nayeon,2000-08-28,APRIL,South Korea,0,0,F,2000,23
1198,Rain,Jung Jihoon,1982-06-25,,South Korea,0,0,M,1982,41
1199,Raina,Oh Hyerin,1989-05-07,After School,South Korea,0,0,F,1989,34
1200,Rainie,Chu Chingyu,2000-11-16,bugAboo,Taiwan,0,0,F,2000,23
1201,Rakwon,Seok Rakwon,2003-11-14,ATBO,South Korea,172,0,M,2003,20
1202,Rano,Byun Yongseop,1998-12-10,E'LAST,South Korea,175,60,M,1998,25
1203,Raon,Lee Seoyoung,2000-01-21,ANS,South Korea,0,0,F,2000,23
1204,Raots,Ren Yuchen,2000-03-01,JWiiver,China,0,0,M,2000,23
1205,Ravi,Kim Wonsik,1993-02-15,VIXX,South Korea,183,65,M,1993,30
1206,Ravn,Kim Yoongjo,1995-09-02,Oneus,South Korea,0,0,M,1995,28
1207,Rayeon,Lee Rayeon,2001-11-24,FANATICS,South Korea,167,45,F,2001,22
1208,Red,Lee Heejin,1991-07-10,Pungdeng-E,South Korea,163,0,F,1991,32
1209,Rei,Naoi Rei,2004-02-03,IVE,Japan,169,47,F,2004,19
1210,Remi,Katsuno Rise,2001-04-26,Cherry Bullet,Japan,0,0,F,2001,22
1211,Ren,Choi Minki,1995-11-03,NU'EST,South Korea,0,0,M,1995,28
1212,Rena,Kang Yebin,1998-10-19,Hinapia,South Korea,162,49,F,1998,25
1213,Renjun,Hwang Renjun,2000-03-23,NCT,China,0,0,M,2000,23
1214,Ria,Kuwayama Ria,1998-02-03,BOTOPASS,Japan,0,0,F,1998,25
1215,Ricky,Yoo Changhyun,1995-02-27,Teen Top,South Korea,0,0,M,1995,28
1216,Ricky,Shen Quanrui,2004-05-20,ZEROBASEONE,China,184,0,M,2004,19
1217,Rie,Lee Seungho,1996-11-06,OnlyOneOf,South Korea,0,0,M,1996,27
1218,Rihan,Choi Yeonsik,1998-05-22,JWiiver,South Korea,0,0,M,1998,25
1219,Riho,Jin Seungwook,1998-03-01,VARSITY,South Korea,178,59,M,1998,25
1220,Riina,Lee Seunghyeon,2001-02-21,H1-KEY,South Korea,172,55,F,2001,22
1221,Rina,Kang Soeun,2001-09-27,Weki Meki,South Korea,0,0,F,2001,22
1222,Rinji,Hwang Rinji,2006-05-05,Pixy,South Korea,169,0,F,2006,17
1223,Rio,Son Gwanghyuk,1999-07-16,14U,South Korea,0,0,M,1999,24
1224,Ririka,Kishida Ririka,2002-07-02,ILY:1,Japan,162,0,F,2002,21
1225,Riwon,Kim Riwon,2007-01-11,CLASS:y,South Korea,156,0,F,2007,16
1226,Riwoo,Lee Sanghyeok,2003-10-22,BOYNEXTDOOR,South Korea,0,0,M,2003,20
1227,RM,Kim Namjoon,1994-09-12,BTS,South Korea,181,67,M,1994,29
1228,Roa,Kim Minkyung,1997-07-29,Hinapia,South Korea,172,49,F,1997,26
1229,Roa,Kwak Jieun,1994-10-06,X:IN,South Korea,0,0,F,1994,29
1230,Rocky,Park Minhyuk,1999-02-25,,South Korea,0,0,M,1999,24
1231,Roda,Shin Joongmin,1998-09-19,MONT,South Korea,179,60,M,1998,25
1232,Roel,Kim Sunho,1997-02-13,ARGON,South Korea,0,0,M,1997,26
1233,Rokhyun,Kim Rokhyun,1991-02-10,FAVE1,South Korea,0,0,M,1991,32
1234,Romin,Choi Youngmin,2001-04-24,E'LAST,South Korea,179,58,M,2001,22
1235,Ron,Cheon Byeonghwa,1991-01-22,WE:A,South Korea,183,62,M,1991,32
1236,Rona,Chang Ching,2002-06-05,ILY:1,Taiwan,165,0,F,2002,21
1237,Roni,Jeong Rowoon,1994-07-31,,South Korea,174,55,M,1994,29
1238,Rora,Lee Dain,2008-08-05,BABYMONSTER,South Korea,0,0,F,2008,15
1239,Roshin,Bae Sijun,2001-04-13,JWiiver,South Korea,0,0,M,2001,22
1240,Rosé,Roseanne Park,1997-02-11,BLACKPINK,South Korea,167,0,F,1997,26
